36	ကစားလိုသောစိတ်ဖြင့်	1	320
37	ကစားသမားတို့နိုင်လိုလျှင် ‘‘နမော ဗုဒ္ဓဿ’’	1	315
38	ကစ္စာနဂေါတ္တသုတ်	1	303
39	ကစ္စာနဂေါတ္တသုတ်အဖွင့်	3	438
40	ကစ္စာနိဇာတက	1	330
41	ကစ္စိ ခမနီယံ၊ ယာပနီယံ စသော ပုဒ်များအဖွင့်	3	77
42	ကစ္စီတိ ပုစ္ဆာ	1	255
43	ကစ္ဆကောတိ	3	690
44	ကစ္ဆပဇာတက	1	330
45	ကစ္ဆမာယာနာတိ	3	485
46	ကစ္ဆသေဒ္ဒါ	3	550
47	ကစ္ဆူတိ	3	389
48	ကစ္ဆေတိ	3	626
49	ကဆုန်လပြည့်ဗုဒ္ဓနေ့	1	340
50	ကဉ္စနက္ခန္ဓက ဇာတက	1	330
51	ကဉ္စိယေနေဝါတိ	3	485
52	ကဉ္စုကံ နာမ	3	638
53	ကဉ္ဇိကာဒါယိကာဝိမာနဝတ္ထု	1	320
54	ကဉ္ဇိယတော ဇာတန္တိ	3	521
55	ကဋကံ ဖလမေတဿာတိ ကဋုကဖလံ	3	581
56	ကဋဂ္ဂဟော ဝုစ္စတိ ဇယဂ္ဂဟော	3	485
57	ကဋဂ္ဂဟောတိ	3	485
58	ကဋဂ္ဂဟောတိ ဇယဂ္ဂါဟော	1	300
59	ကဋစ္ဆု ဒဗ္ဗီတိ	3	550
60	ကဋစ္ဆုဂါဟော	3	655
61	ကဋစ္ဆုဘိက္ခာဒါယိကာထေရီ အပဒါန	1	325
62	ကဋာကဋေနာတိ မုဂ္ဂေ ပစိတွာ	3	77
63	ကဋာဟက ဇာတက	1	330
64	ကဋုကာတိ	3	438
65	ကဋုကာတိ	3	485
66	ကဋုဝိယသုတ္တဝဏ္ဏနာ	3	389
67	ကဋုဝိယသုတ်	1	309
68	ကဋ္ဌဝါဟနဇာတက	1	331
69	ကဋ္ဌဝါဟနမင်းဝတ္ထု	3	389
70	ကဋ္ဌဝါဟနမြို့	1	319
71	ကဋ္ဌဟာရသုတ်အဖွင့်	3	438
72	ကဋ္ဌီသုတ်	1	310
73	ကဋ္ဌောပမသုတ်	1	303
74	ကဋ္ဌောပမာသုတ်အဖွင့်	3	438
75	ကဌိနတပနပဉ္စ	1	323
76	ကဍ္ဎတီတိ	3	611
77	ကဍ္ဎတီတိ ဟေဋ္ဌတော	3	77
78	ကဏဝေရဇာတက	1	331
79	ကဏဝေရပုပ္ဖိယတ္ထေရအပဒါန	1	325
80	ကဏာဒဝါဒ	3	77
81	ကဏိကသဒ္ဒေါ	3	550
82	ကဏိကာရ ဆတ္တိယထေရအပဒါန	1	325
83	ကဏေရုတာယာတိ	3	485
84	ကဏော ကုဏ္ဍကန္တိ စ ဝုစ္စတိ	3	77
85	ကဏ္ဋကသိက္ခာပဒဝဏ္ဏနာ	3	626
86	ကဏ္ဋကသုတ်	1	309
87	ကဏ္ဋကာပုဒ်အဖွင့်	3	77
88	ကဏ္ဍက သမဏေ	1	342
89	ကဏ္ဍကဝိမာနဝတ္ထု	1	255
90	ကဏ္ဍကီပုဒ်အဖွင့်	3	438
91	ကဏ္ဍကီသုတ်	1	303
92	ကဏ္ဍသဒ္ဒေါ သရပရိယာယော	3	438
93	ကဏ္ဍိဇာတက	1	331
94	ကဏ္ဍုသံ နာမ ပုဗ္ဗဗန္ဓနံ	3	626
95	ကဏ္ဏကတ္ထလသုတ်	1	300
96	ကဏ္ဏကတ္ထလသုတ်အဖွင့်	3	485
97	ကဏ္ဏစူဠိကာတိ	3	690
98	ကဏ္ဏဇပ္ပနအတတ်ပညာ	3	77
99	ကဏ္ဏမုဏ္ဍကပေတိဝိမာနဝတ္ထု	3	389
100	ကဏ္ဏမုဏ္ဍပေတဝတ္ထု	1	321
101	ကဏ္ဏမူလေတိ	3	611
102	ကဏ္ဏဝါတိ	3	485
103	ကဏ္ဏသက္ခလိကာယာတိ	3	611
104	ကဏ္ဏသုခတော	3	581
105	ကဏ္ဏာဝိဒ္ဓေတိ	3	611
106	ကဏ္ဏိသလ္လသဏ္ဌာနောတိ	3	438
107	ကဏ္ဏေ ဓုမေတွာတိ	3	438
108	ကဏှဇာတက	1	331
109	ကဏှဒိန္နတ္ထေရဂါထာ	1	321
110	ကဏှပေတဝတ္ထု	1	321
111	ကဏှသပ္ပသုတ်	1	309
112	ကဏှသုတ္တဝဏ္ဏနာ	3	389
113	ကဏှသုတ်	1	310
114	ကဏှာဒီပါယနစရိယ	1	256
115	ကတညုတာ ကတဝေဒီပုဒ် အဖွင့်	1	256
116	ကတညူတ ကတဝေဒီ ပုဒ်အဖွင့်	3	78
117	ကတညူပုဒ်အဖွင့်	3	77
118	ကတမောဒကတိဿသုတ်	1	303
119	ကတသဒ္ဒေါ	3	485
120	ကတသဒ္ဒေါ ဉာဏာနုယုတ္တတံ ဝဒတီတိ ဒဿေတိ	3	550
121	ကတာဓိကာရသဖလပဉ္စ	1	323
122	ကတာဝီတိ	3	485
123	ကတိကဝတ်	1	342
124	ကတိကာ စ နာမ	3	485
125	ကတိဆိန္ဒသုတ်	1	303
126	ကတိဆိန္ဒသုတ်အဖွင့်	3	438
127	ကတိပါဟစ္စယေနာတိ	3	550
128	ကတုပါသနာ	3	611
129	ကတ္တရဒဏ္ဍော	3	550
130	ကထမိဒံ ကထမိဒန္တိ	3	550
131	ကထလာနီတိ	3	550
132	ကထာ တစ်ဆယ်မျိုး	1	256
133	ကထာ နှစ်မျိုး	1	256
134	ကထာ ပုဒ်အဖွင့်	3	78
135	ကထာနှစ်မျိုး	3	78
136	ကထာပဝတ္တိသုတ္တဝဏ္ဏနာ	3	389
137	ကထာပဝတ္တိသုတ်	1	310
138	ကထာလေးမျိုး	3	485
139	ကထာဝတ္ထု ဆယ်ပါး	3	78
140	ကထာဝတ္ထုကျမ်းကို ဘုရားရှင်ဟောသည် မည်ပုံရှင်းပြထားခန်း	1	347
141	ကထာဝတ္ထုပကရဏံ ဗုဒ္ဓဘာသိတံ နာမ ဇာတံ	3	78
142	ကထာဝတ္ထုသုတ္တဝဏ္ဏနာ	3	389
143	ကထာဝတ္ထုသုတ်	1	310
144	ကထာသလ္လာပ	3	550
145	ကထာသုံးမျိုး	3	676
146	ကထာအစဉ်	1	340
147	ကထာအစဉ်	3	78
148	ကထိနက္ခန္ဓက	1	342
149	ကထိနစီဝရံ သံဃဿ ဒေမ	3	638
150	ကထိနသဒ္ဒေါ	3	638
151	ကထိနသမုဋ္ဌာနဝဏ္ဏနာ	1	343
152	ကထိနသူစိံ ဝိယာတိ	3	550
153	ကထိန်ခံအင်္ဂါ ရှစ်ပါး	3	638
154	ကထိန်ဒါယကာ, က ဗဟုသုတနည်း၍ ပုဂ္ဂလိကလှူခဲ့သော် ရဟန်းက အလှူခံ၍ တစ်ဖန် သံဃာအား ပြန်လှူက သံဃိကဖြစ်ကြောင်း	3	638
155	ကထိန်နှင့်စပ်၍ သန္နိဓိ နှစ်မျိုး	3	638
156	ကထိန်သင်္ကန်းချုပ်ရာ၌	1	257
157	ကထေတွာတိ	3	521
158	ကထံကထာ ဝုစ္စတိ ဝိစိကိစ္ဆာဟု ဖွင့်ဟောထားပုံ	1	257
159	ကထံကထီ ပုဒ်အဖွင့်	3	78
160	ကဒမ္ပပုပ္ဖိယတ္ထေရ အပဒါန	1	326
161	ကဒရိယာတိ ထဒ္ဓမစ္ဆရိနော ပုညကမ္မဝိမုခါ	3	78
162	ကဒရိယော ဝုစ္စတိ အနာဒရောဟုဖွင့်ပြပုံ	1	347
163	ကဒလိဖလဒါယကတ္ထေရအပါဒါန	1	326
164	ကဒါစီတိ ကိသ္မိဉ္စိ ကာလေ	3	79
165	ကနုတံ ခြောက်မျိုး	1	343
166	ကန္တတီတိ ဆိန္ဒတိ	3	77
167	ကန္တာရ (ခက်ခဲသော ခရီး) ငါးမျိုး	1	256
168	ကန္တာရ ပုဒ်အဖွင့်	3	77
169	ကန္ဒဂလကဇာတက	1	331
170	ကန္ဒရ ပုဒ်အဖွင့်	3	78
171	ကန္ဒရပုဒ်ဖွင့်	1	257
172	ကန္ဒရသုတ်	1	300
173	ကန္ဒရသုတ်အဖွင့်	3	485
174	ကန္ဒလော နာမ ပုပ္ဖူပဂရုက္ခဝိသေသော	3	550
175	ကန္ဒိတွာတိ ဥဇ္ဇဝုဇ္ဇဝေန ကန္ဒိတွာ	3	79
176	ကန္ဒိပုပ္ဖိယတ္ထေယရ အဒါန	1	326
177	ကန်တော့ပုံ အစဉ်အလာ	1	290
178	ကန်တော့သည်ကို မခံ	1	345
179	ကပဏပုရိသောတိ	3	79
180	ကပိဇာတက	1	331
181	ကပိဉ္ဇရော နာမ အညမညံ ယုဇ္ဈာပနတ္ထာယ ဗာလဇနေဟိ ပေါသာဝနိယပက္ခိဇာတိ	3	611
182	ကပိဉ္ဇရော နာမ ဧကာ ပက္ခိဇာတိ	3	581
183	ကပိတ္ထဖလ ဒါယကတ္ထေရ အပဒါန	1	326
184	ကပိမိဒ္ဓပရေတောတိ	3	80
185	ကပိရာဇစရိယ	1	258
186	ကပိလမစ္ဆဝတ္ထု	1	258
187	ကပိလဝတ္ထု	3	550
188	ကပိလဝတ်ပြည်ဟူ၍ စဖြစ်ပေါ်လာပုံ	1	258
189	ကပိသဒ္ဒေါ အာကင်္ခနတ္ထော	3	79
190	ကပုသဒ္ဒေါ	3	550
191	ကပေါတဇာတက	1	331
192	ကပေါတဘဏ္ဍိကာ နာမ	3	626
193	ကပ္ပ နှစ်မျိုး	1	329
194	ကပ္ပကာ ပုဒ်အဖွင့်	3	550
195	ကပ္ပကောဋီဟိပိ အသင်္ချေယျံ ကာလံ ပုဒ်အဖွင့်	3	79
196	ကပ္ပဋိကာ သိဗ္ဗိတပိလောတိကစာရိနော	3	676
197	ကပ္ပဋ္ဌကထာ	1	347
198	ကပ္ပဋ္ဌိယပါဋိဟာရိယာနိ နာမ	3	389
199	ကပ္ပဋ္ဌော၊ နေရယိကော၊ အတေကိစ္ဆော၊ အာပါသိကော စသော ပုဒ်များအဖွင့်	3	79
200	ကပ္ပတ္ထေရဂါထာ	1	321
201	ကပ္ပန္တိ မဟာနိရယေ	3	79
202	ကပ္ပဗိန္ဒုထိုးရာနှင့်စပ်၍မှတ်သားဖွယ်	1	343
203	ကပ္ပမာဏဝပုစ္ဆာနိဒ္ဒေသ	1	257
204	ကပ္ပရုက္ခိယတ္ထေရ အပဒါန	1	326
205	ကပ္ပဝိနာသောယေဝ မုစ္စတီတိ ပုဒ်အဖွင့်	3	79
206	ကပ္ပသဒ္ဒါ ဟောနိုင်သော အနက်များ	3	79
207	ကပ္ပသဒ္ဒါဟောနိုင်သောအနက်များ	1	257
208	ကပ္ပသဒ္ဒေါ မဟာကပ္ပသမန္တ	3	79
209	ကပ္ပသဟဿသုတ်	1	304
210	ကပ္ပသီသောတိ	3	611
211	ကပ္ပသုတ္တာဒိဝဏ္ဏနာ	3	79
212	ကပ္ပသုတ်	1	303
213	ကပ္ပိယကရဏ ငါးမျိုး	1	343
214	ကပ္ပိယကာရ ဆယ်ယောက်	1	343
215	ကပ္ပိယကုဋိယံ ပန ဗဟုံ ဌပေန္တဿပိ သန္နိဓိ နာမ နတ္ထိ	3	389
216	ကပ္ပိယဘူမိအနုဇာနနကထာ	1	343
217	ကပ္ပံ ဂတိကန္တိ	3	581
218	ကပ္ပံ နိရယမှီတိ အသင်္ချေယျကပ္ပံ	3	80
219	ကပ် နှစ်မျိုး၊ ငါးမျိုး	1	291
220	ကပ် လေးပါး	1	290
221	ကပ် သုံးပါး	1	291
222	ကပ်ကြီးသုံးပါး	3	691
223	ကပ်ငြိခြင်းအနက်ကို ဟောသောပုဒ်များအဖွင့်	3	487
224	ကပ်သုံးမျိုး	3	79
225	ကဗဠဝဂ္ဂဝဏ္ဏနာ	3	80
226	ကဗဠိကန္တိ	3	638
227	ကမ ငါးမျိုး	1	259
228	ကမဂုဏ်ပယ်၊ ဩဃဝယ်၊ အလွယ်ကူးနိုင်သည် ဟူသော ဂါထာ	1	329
229	ကမဏ္ဍလူတိ	3	550
230	ကမလေးမျိုး	3	80
231	ကမာဂုဏ်ကို ဒုက္ခ ရောဂ ဂဏ္ဍ သင်္ဂ ပင်္က စသည် အမည်ပေးပုံ	3	390
232	ကမာဒိဝိနိစ္ဆယကထာဝဏ္ဏနာ	3	656
233	ကမာဒိဝိနိစ္ဆယကထာဝဏ္ဏနာ	3	676
234	ကမ္ဗလန္တိ	3	611
235	ကမ္ဗလာနုဇာနနာဒိကထာ	1	343
236	ကမ္ဗုသံ ဝုစ္စတိ သုဝဏ္ဏံ	1	331
237	ကမ္ဗောဇသုတ်	1	310
238	ကမ္ဘာ	1	258
239	ကမ္ဘာပျက်ပုံ တည်ပုံနှင့် စပ်၍ မှတ်သားဖွယ်များ	1	258
240	ကမ္ဘာပျက်ပုံ၊ ဖြစ်တည်ပုံ အကျယ်ပြဆိုခန်း	3	80
241	ကမ္ဘာပျက်ရာတွင်ပါသောဘုံများ	3	80
242	ကမ္ဘာမီးလောင် သားကောင်ချနင်း	1	258
243	ကမ္မ (အဓမ္မ) ပဋိက္ကောသနာဒိထာ	1	343
244	ကမ္မ နှစ်မျိုး	1	347
245	ကမ္မကထာ	1	347
246	ကမ္မကထာဝဏ္ဏနာ	3	655
247	ကမ္မကထာ၊ ကံအမျိုးမျိုးကို ပြဆိုခန်း	1	260
248	ကမ္မကရဏ နှစ်ဆယ့်ခြောက်ပါး	1	259
249	ကမ္မကရဏအဖွင့်	3	81
250	ကမ္မကာရကပဉှာ ဝဏ္ဏနာ	1	343
251	ကမ္မကာရပုတ္တော ဝုစ္စတိ သုဝဏ္ဏကာရော	1	260
252	ကမ္မကိလေသာဝရဏဘူတာစ	3	656
253	ကမ္မက္ခန္ဓက ပုစ္ဆာ ဝိဿဇ္ဇနာ	1	343
254	ကမ္မဇတေဇောဓာတုဥပါဒိန္နကံ မုဉ္စိတွာ အနုပါဒိန္နကံ ဂဏှာတိ	1	347
255	ကမ္မဇာဒိပဉ္စ	1	323
256	ကမ္မညတာတိ	3	655
257	ကမ္မဋ္ဌာနဂ္ဂဟဏနိဒ္ဒေသ	1	324
258	ကမ္မဋ္ဌာနဂ္ဂဟဏနိဒ္ဒေသဝဏ္ဏနာ	3	81
259	ကမ္မဋ္ဌာနဒါယကဝဏ္ဏနာ	1	324
260	ကမ္မဋ္ဌာနပုဒ်အဖွင့်	3	81
261	ကမ္မဋ္ဌာနာနိ သဗ္ဗာနိပိ ဧကရသာပိ အမတာဓိဂမဿ ပဋိပတ္တိယာတိ အတ္ထော	3	81
262	ကမ္မဋ္ဌာနံ (သဗ္ဗတ္ထိက)	3	656
263	ကမ္မဋ္ဌာန်း နှစ်မျိုး	1	259
264	ကမ္မဋ္ဌာန်း လေးဆယ်တွင်	1	325
265	ကမ္မဋ္ဌာန်း လေးဆယ်အဖွင့်	1	324
266	ကမ္မဋ္ဌာန်းတရားကို စရိုက်အားလျော်စွာ ဘုရားရှင်ကိုယ်တော်တိုင် ပေးတော်မူပုံ	3	81
267	ကမ္မဋ္ဌာန်းတရားအားထုတ်သူတို့ မနေအပ်သောကျောင်း တစ်ဆယ့်ရှစ်မျိုး	3	81
268	ကမ္မဋ္ဌာန်းနည်းယူ တပည့်တို့	1	324
269	ကမ္မဋ္ဌာန်းအားထုတ်ရာနှင့် စပ်၍ ပုဂ္ဂိုလ် လေးမျိုး	1	260
270	ကမ္မဋ္ဌာန်းအားထုတ်ရာ၌	1	325
271	ကမ္မဋ္ဌာန်းအားထုတ်သူတို့	1	323
272	ကမ္မဋ္ဌာန်းအားထုတ်သူတို့ သိထားဖွယ်များ	1	259
273	ကမ္မဋ္ဌာန်းအားထုတ်သူတို့နှင့် သင့်လျော်သော ဥတုနှင့်သလိပ် သည်းခြေ လေ ရှိသူတို့နှင့် သင့်လျော်သောနေရာ	3	81
274	ကမ္မတေဇံ ဥသ္မာ	3	656
275	ကမ္မဒွါရန္တိ	3	655
276	ကမ္မဒွါရာနိ	3	655
277	ကမ္မနာနတ္တာဒိဝသေနာတိ	3	655
278	ကမ္မနာနာကရဏပဉ္စ	1	323
279	ကမ္မနိဒါနသုတ်	1	310
280	ကမ္မနိရောဓသုတ်	1	304
281	ကမ္မနိရောဓသုတ်အဖွင့်	3	438
282	ကမ္မန္တသုတ်	1	310
283	ကမ္မပစ္စယနိဒ္ဒေသဝဏ္ဏနာ	3	676
284	ကမ္မပစ္စယဥတုသမုဋ္ဌာနံ	3	655
285	ကမ္မပထ ပုဒ်အဖွင့်	3	81
286	ကမ္မပထကထာ	3	581
287	ကမ္မပထပေယျာလ	1	310
288	ကမ္မပထဘေဒ	3	655
289	ကမ္မပထသံသန္ဒနကထာ	1	347
290	ကမ္မပထသံသန္ဒနကထာ	3	656
291	ကမ္မပထသံသန္ဒနကထာဝဏ္ဏနာ	3	655
292	ကမ္မဖလအတ္တိဘာဝပဉ္စ	1	323
293	ကမ္မဘဝ	3	656
294	ကမ္မယန္တယန္တိတောတိ	3	486
295	ကမ္မလက္ခဏ ပါဠိမုတ္တကဝိနိစ္ဆယ	1	344
296	ကမ္မဝဂ္ဂဝဏ္ဏနာ	1	343
297	ကမ္မဝါစာဖတ်ရာ၌ မှတ်သားဖွယ်အခန်း	1	344
298	ကမ္မဝိပါကဇသုတ်	1	318
299	ကမ္မဝိပါကဇိဒ္ဓိကို ပြဆိုခန်း	1	260
300	ကမ္မဝိပါကော အစိန္တေယျော န စိန္တေတဗ္ဗော	3	676
301	ကမ္မဝိဘင်္ဂ (စူဠ) သုတ်	1	300
302	ကမ္မဝိဘင်္ဂ (မဟာ)သုတ်	1	300
303	ကမ္မသဇ္ဇန္တိ ယုဒ္ဓသဇ္ဇံ၊ အာဝုဓာဒါယိနိန္တိ အတ္ထော	3	81
304	ကမ္မသဒိသော ဟိ သတ္တာနံ အဝဿယော နတ္ထိ	3	80
305	ကမ္မသမာဒါနာနံ ဌာနသော ဟေတုသော ဝိပါကံ ယထာဘူတံ ဉာဏံပုဒ်အဖွင့်	1	347
306	ကမ္မသမ္ဘာရာ	3	656
307	ကမ္မသမ္ဘာရာ	3	690
308	ကမ္မဟေတုကထာ	1	347
309	ကမ္မာယတနေသူတိ	3	521
310	ကမ္မာရပုတ္တစုန္ဒဝတ္ထုဝဏ္ဏနာ	3	521
311	ကမ္မာရဘဏ္ဍုဝတ္တာဒိကထာ	1	344
312	ကမ္မာရဘဏ္ဍူတိ	3	627
313	ကမ္မာရဝဏ္ဏန္တိ	3	581
314	ကမ္မာရာမတာ၊ ဘဿာရာမတာ၊ နိဒ္ဒါရာမတာ၊ သင်္ဂဏိကာရာမတာ လေးမျိုးကို အကျယ်ပြဆိုခန်း	1	310
315	ကမ္မာသ ဒမ္မ နိဂုံးနှစ်မျိုး (စူဠ၊ မဟာ)	3	81
316	ကမ္မာသဒမ္မနိဂုံး	1	262
317	ကမ္မုနာ ဗြဟ္မဏော ဟောတိ စသောဂါထာ	1	262
318	ကမ္မုနာ ဝတ္တတိ လောကော စသော ဂါထာ	1	262
319	ကမ္မံ	3	521
320	ကမ္မံ ခေတ္တံ၊ ဝိညာဏံ ဗီဇံ၊ တဏှာ သိနေဟော	3	81
321	ကမ္မံ ခေတ္တံ၊ ဝိညာဏံ ဗီဇံ၊ တဏှာ သ္နေဟော စသော ပါဠိ	1	262
322	ကမ္မံ နာမ ကုသလာကုသလစေတနာ	3	690
323	ကမ္မံ သတ္တေ ဝိဘဇတိ ယဒိဒံ ဟီနပဏီတာယာတိ အညွှန်း	3	676
324	ကမ္မံ သတ္တေ ဥပနေတိ	3	438
325	ကမ္မဿကတာ ပညာ ပုဒ်အဖွင့်	3	389
326	ကမ္မဿကတာဉာဏံ ပုဒ်အဖွင့်	3	80
327	ကမ္မဿကတာဉာဏ်ကို ပြဆိုခန်း	1	261
328	ကမ္မဿကတာပညာတိ အတ္ထိ ဒိန္နံ အတ္ထိ ယိဋ္ဌန္တိ အာဒိနယပ္ပဝတ္တံ ဉာဏံ	3	80
329	ကမ္မဿကာ၊ ကမ္မဒါယာဒါ စသော ပုဒ်များအဖွင့်	3	81
330	ကမ္မ၊ ကမ္မသမုဋ္ဌာန၊ ကမ္မပစ္စယ၊ ကမ္မပစ္စယ သမုဋ္ဌာန၊ ကမ္မပစ္စယ အာဟာရ သမုဋ္ဌာန၊ ကမ္မပစ္စယ ဥတုသမုဋ္ဌာန၊ ခြောက်ချက်ခွဲပြပုံ	1	260
331	ကမ္မ၌ နိဒါန ဝေမတ္တ ဝိပါက နိရောဓ နိရောဓဂါမိနီပဋိပဒါ ငါးချက်ဖြင့် ဝေဖန်ပြခန်း	1	310
332	ကယကေသူတိ	3	581
333	ကယဝိက္ကယ ပုဒ်အဖွင့်	3	82
334	ကယဝိက္ကယသိက္ခာပဒ	1	344
335	ကရကဝဿန္တိ	3	581
336	ကရစရဏ မုဒုဇာလတာ လက္ခဏ ဝဏ္ဏနာ	1	341
337	ကရစရဏာဒိလက္ခဏဝဏ္ဏနာ	3	521
338	ကရဇကာယ ပုဒ်အဖွင့်	3	82
339	ကရဏဉ္စ ဒုဝိဓံ နိပ္ဖါဒနံ ဥပသေဝနဉ္စာတိ	3	656
340	ကရဏိယသဒ္ဒေါ	3	676
341	ကရဏီယနှင့်ကိစ္စ ခွဲပြ	3	82
342	ကရဏီယဝိမာနဝတ္ထု	1	320
343	ကရဏံ	3	551
344	ကရဏ္ဍ	3	551
345	ကရဏ္ဍပုဋန္တိ	3	581
346	ကရမန္ဒံ ရုက္ခသာရောတိ ကေစိ	3	627
347	ကရမရာနီတော နာမ ဗန္ဓဂါဟဂဟိတော	3	581
348	ကရမရေတိ	3	486
349	ကရမ္ဗကောတိ မိဿကာဓိဝစနမေတံ	3	82
350	ကရဝိက်ငှက် အသံသာယာလှပုံ အကြောင်း	1	262
351	ကရသဒ္ဒေါ	3	551
352	ကရဟစီတိ	3	551
353	ကရုဏာ ဘာဝနာ ဝဏ္ဏနာ	1	325
354	ကရုဏာကထာ	1	347
355	ကရုဏာဂဟဏေန	3	656
356	ကရုဏာဘာဝနာ ဝဏ္ဏနာ	3	82
357	ကရုဏာသီတလဟဒယံ ပုဒ်အဖွင့်	3	82
358	ကရေဏုန္တိ ကရေဏုကံ	3	82
359	ကရောဋိသဒ္ဒေန သုပဏ္ဏာ ဂဟိတာ	1	331
360	ကရောတိသဒ္ဒေန သုပဏ္ဏာ ဂဟိတာ	3	581
361	ကရောတောသုတ်	1	304
362	ကရောတောသုတ်အဖွင့်	3	438
363	ကလဏ္ဍုက ဇာတက	1	331
364	ကလန္ဒကနိဝါပေ ပုဒ်အဖွင့်	1	262
365	ကလလန္တိ	3	582
366	ကလလရေကြည်ကို ပြဆိုခန်း	1	262
367	ကလလလေပေါတိ	3	611
368	ကလဟဝိဂ္ဂဟဇာတာ ပုဒ်အဖွင့်	3	582
369	ကလဟဝိဝါဒသုတ်	1	262
370	ကလဟောတိ ကာယကလဟောပိ ဝါစာကလဟောပိ	3	582
371	ကလာတိ ဝုစ္စတိ	3	551
372	ကလာပန္တိ	3	521
373	ကလာပသမ္မသနံ	3	656
374	ကလာဗုကံ နာမ ဗဟုရဇ္ဇုကံ	3	638
375	ကလာဟီတိ	3	389
376	ကလိ ပုဒ်အဖွင့်	3	83
377	ကလိင်္ဂရသုတ်	1	304
378	ကလိင်္ဂရသုတ်အဖွင့်	3	439
379	ကလိယုဂရာဇာနော	3	83
380	ကလီတိ ကောဓောဟုဖွင့်ပြပုံ	1	344
381	ကလီတိ အလက္ခိပုရိသဟု ဖွင့်ပြပုံ	1	329
382	ကလေးငယ်တို့အတွက် ကုသိုလ် အကုသိုလ် ဖြစ်တတ်ပုံကို ပြဆိုခန်း	1	311
383	ကလေးတို့ ငိုခြင်းရယ်ခြင်းသဘော	1	301
384	ကလေးသူငယ်တို့မှာ	1	264
385	ကလေးသူငယ်တို့မှာ	1	264
386	ကလံ နဂ္ဃတိ သောဠသိံ ပုဒ်အဖွင့်	1	264
387	ကလံ နာဂ္ဃတိ သောဠသိံ ပုဒ်အဖွင့်	3	582
388	ကလ္လ သဒ္ဒါဟောနိုင်သော နှစ်နက်	1	262
389	ကလ္လကာယာတိ	3	582
390	ကလ္လစိတ္တန္တိ အရောဂစိတ္တံ	3	83
391	ကလ္လောသီတိ ပုစ္ဆာဝိဿဇ္ဇနေ	3	84
392	ကလ္လံ ကတွာတိ	3	439
393	ကလ္လံ နူတိ ယုတ္တံ နု	3	84
394	ကလျာကော ပုဒ်အဖွင့်	3	389
395	ကလျာဏ သုံးချက်ယူပုံ	3	582
396	ကလျာဏ သုံးပုဒ်ကို ပြဆိုခန်း	1	263
397	ကလျာဏ, ကလျာဏတရ ပုဂ္ဂိုလ်ကို ခွဲပြခန်း	1	310
398	ကလျာဏကာရီ ကလျာဏံ စသော ဂါထာ	1	264
399	ကလျာဏဓမ္မ ဇာတက	1	331
400	ကလျာဏဓမ္မ အရကောက်	3	83
401	ကလျာဏပုထုဇဉ်ကို သေက္ခဟူ၍ ခေါ်နိုင်သေးကြောင်း	1	263
