ကောဏသုတ္တပီဠကာတိ	1	3	583
ကောဓဂရုကသုတ်	1	1	314
ကောဓနသုတ္တဝဏ္ဏနာ	1	3	392
ကောဓနသုတ်	1	1	314
ကောလိတသုတ်အဖွင့်	1	3	442
ကောသမ္ဗိယသုတ်	1	1	286
ကောသမ္ဗီသုတ်	1	1	308
ကောသမ္ဗီသုတ်အဖွင့်	1	3	442
ကောသမ္ဗီသုတ်အဖွင့်	1	3	487
ကောသလသုတ်	1	1	314
ကျောင်းကိုရှင်းလင်းသုတ်သင်ခဲ့ရကျိုး	1	1	322
ကျေးဇူးအများဆုံးသော အရာများကို ဟောသော ဝုဋ္ဌိသုတ်	1	1	309
ကြီးသော သူတို့ကို ရိုသေမှု နည်းပါးလှကြောင်း ဟောသော ပစာယိကသုတ်	1	1	309
ကြွေးယူသူ၏ အပြစ်များကို ဟောထားသော ဣဏသုတ်	1	1	315
ကဿကသုတ်	1	1	304
ကဿကသုတ်အဖွင့်	1	3	439
ကဿပဂေါတ္တသုတ်	1	1	304
ကဿပဂေါတ္တသုတ်အဖွင့်	1	3	439
ကဿပသုတ်အဖွင့်	1	3	439
ခဂ္ဂဝိသာဏသုတ်	1	1	350
ခဇ္ဇနိယသုတ်အဖွင့်	1	3	97
ခဇ္ဇနီယသုတ်	1	1	364
ခဏသုတ်	1	1	364
ခဏသုတ်အဖွင့်	1	3	97
ခတသုတ္တာဒိဝဏ္ဏနာ	1	3	97
ခတသုတ်	1	1	366
ခတ္တိယသုတ္တဝဏ္ဏနာ	1	3	98
ခတ္တိယသုတ်	1	1	364
ခတ္တိယသုတ်	1	1	366
ခဒိရမတ္တသုတ်	1	1	364
ခန္ဓသုတ်	1	1	364
ခန္ဓသုတ် (ပရိတ်ကြီးတွင်ပါသော ခန္ဓသုတ်ပရိတ်ဖြစ်၏)	1	1	351
ခန္ဓသုတ်အဖွင့်	1	3	98
ခမသုတ္တာဒိဝဏ္ဏနာ	1	3	99
ခယဓမ္မသုတ်	1	1	364
ခိပ္ပနိသန္တသုတ္တာဒိဝဏ္ဏနာ	1	3	101
ခိပ္ပနိသန္တိသုတ်	1	1	366
ခိလသုတ်	1	1	365
ခီရရုက္ခောပမသုတ်	1	1	365
ခီရရုက္ခောပမသုတ်အဖွင့်	1	3	102
ခီရသုတ်	1	1	365
ခေတ္တသုတ်	1	1	366
ခေတ္တူပမသုတ်	1	1	365
ခေတ္တူပမာသုတ်အဖွင့်	1	3	104
ခေမကသုတ်	1	1	365
ခေမကသုတ်အဖွင့်	1	3	104
ခေမဝဂ္ဂ ခေမသုတ်	1	1	366
ခေမသုတ္တဝဏ္ဏနာ	1	3	104
ခေမသုတ်	1	1	365
ခေမသုတ်အဖွင့်	1	3	104
ခေမာသုတ်	1	1	365
ခေါမဒုဿသုတ်	1	1	365
ခေါမဒုဿသုတ်အဖွင့်	1	3	105
ဂဂ္ဂရာသုတ်အဖွင့်	1	3	105
ဂင်္ဂါသုတ်	1	1	386
ဂဏကမောဂ္ဂလ္လာနသုတ်	1	1	384
ဂဏကမောဂ္ဂလ္လာနသုတ်အဖွင့်	1	3	106
ဂဏိကာသုတ်	1	1	389
ဂဏ္ဍသုတ္တာဒိဝဏ္ဏနာ	1	3	106
ဂဏ္ဍသုတ်	1	1	388
ဂဒ္ဒုလဗဒ္ဓသုတ်	1	1	386
ဂဒ္ဒူလဗန္ဓသုတ်အဖွင့်	1	3	108
ဂဒြဘသုတ်	1	1	388
ဂန္ဓဇာတသုတ်	1	1	388
ဂန္ဓတ္ထေနကသုတ်	1	1	386
ဂန္ဓထေနကသုတ်အဖွင့်	1	3	108
ဂမ္ဘိနိသုတ်	1	1	390
ဂယာသီသသုတ်	1	1	388
ဂဝမ္ပတိသုတ်	1	1	386
ဂဝေသီသုတ္တဝဏ္ဏနာ	1	3	110
ဂဝေသီသုတ်	1	1	388
ဂဟဋ္ဌဝန္ဒနာသုတ်	1	1	386
ဂဟဋ္ဌဝန္ဒနာသုတ်အဖွင့်	1	3	111
ဂါရဝသုတ်	1	1	387
ဂါရဝသုတ်အဖွင့်	1	3	112
ဂါဝီသုတ္တဝဏ္ဏနာ	1	3	112
ဂါဝီဥပမာသုတ်	1	1	389
ဂိဉ္ဇိကာဝသထသုတ်	1	1	387
ဂိဉ္ဇိကာဝသထသုတ်အဖွင့်	1	3	112
ဂိရိမာနန္ဒသုတ်	1	1	389
ဂိရိမာနန္ဒသုတ်အဖွင့်	1	3	113
ဂိလာနဒဿနသုတ်	1	1	387
ဂိလာနဒဿနသုတ်အဖွင့်	1	3	113
ဂိလာနသုတ္တဝဏ္ဏနာ	1	3	113
ဂိလာနသုတ် (ပ၊ ဒု)	1	1	387
ဂိဟိဝိနယကျမ်းဟု ခေါ်ထိုက်လှသော သိင်္ဂါလသုတ္တ	1	1	395
ဂိဟိသာမီစိသုတ်	1	1	389
ဂိဟိသုတ်	1	1	389
ဂီတဿရသုတ္တာဒိဝဏ္ဏနာ	1	3	112
ဂီတဿရသုတ်	1	1	389
ဂီဟိသုတ္တဝဏ္ဏနာ	1	3	113
ဂုလာဂုဏ္ဌိကံ ဝုစ္စတိ ပေသကာရကဉ္ဇိယသုတ္တံ	1	3	114
ဂုဟဋ္ဌကသုတ်	1	1	379
ဂူထခါဒကသုတ်	1	1	387
ဂူထဘာဏိသုတ္တဝဏ္ဏနာ	1	3	114
ဂေလည (ပဌမ) သုတ်အဖွင့်	1	3	114
ဂေလညသုတ် (ပ၊ဒု)	1	1	387
ဂေါတမကစေတိယသုတ္တဝဏ္ဏနာ	1	3	115
ဂေါတမကစေတိယသုတ်	1	1	389
ဂေါတမီသုတ္တဝဏ္ဏနာ	1	3	115
ဂေါဒတ္တသုတ်	1	1	388
ဂေါဒတ္တသုတ်အဖွင့်	1	3	116
ဂေါဓသက္ကသုတ်	1	1	388
ဂေါဓိကသုတ်အဖွင့်	1	3	116
ဂေါပက မောဂ္ဂလ္လာနသုတ်	1	1	385
ဂေါပကမောဂ္ဂလ္လာနသုတ်အဖွင့်	1	3	117
ဂေါပါလ (စူလ) သုတ်အဖွင့်	1	3	117
ဂေါပါလ (မဟာ) သုတ်အဖွင့်	1	3	117
ဂေါပါလကသုတ်	1	1	390
ဂေါပါလကသုတ် (မဟာ)	1	1	383
ဂေါမယပိဏ္ဍသုတ်	1	1	388
ဂေါမယပိဏ္ဍသုတ်	1	3	117
ဂေါလိယာနိ သုတ်အဖွင့်	1	3	117
ဂေါလိယာနိသုတ်	1	1	385
ဂေါသိင်္ဂ (စူဠ) သုတ်အဖွင့်	1	3	118
ဂေါသိင်္ဂ (မဟာ) သုတ်အဖွင့်	1	3	118
ဂေါသိင်္ဂသုတ် (စူဠ)	1	1	385
ဃဋသုတ်	1	1	398
ဃဋသုတ်အဖွင့်	1	3	119
ဃဋိကာရသုတ်အဖွင့်	1	3	119
ဃောဋမုခသုတ်	1	1	399
ဃောဋမုခသုတ်အဖွင့်	1	3	121
ဃောသိတသုတ်	1	1	399
ဃောသိတသုတ်အဖွင့်	1	3	121
ငရဲခန်းနှင့်ပတ်သက်၍ သိလိုလျှင် ဒေဝဒူတသုတ်အဖွင့်	1	3	122
စကားပြောရာနှင့် ပတ်သက်၍ ဟောထားသော ဂူထဘာဏီသုတ္တဝဏ္ဏနာ	1	3	393
စက္ကဝတ္တိသုတ္တဝဏ္ဏနာ	1	3	124
စက္ကဝတ္တိသုတ်	1	1	408
စက္ကဝတ္တိသုတ်	1	1	435
စက္ကဝတ္တိသုတ်	1	1	448
စက္ကဝတ္တိအစ္ဆရိယသုတ်	1	1	435
စက္ကသုတ္တဝဏ္ဏနာ	1	3	124
စက္ကာနုဝတ္တနသုတ္တဝဏ္ဏနာ	1	3	393
စက္ကာနုဝတ္တနသုတ်	1	1	435
စက္ခုသုတ်	1	1	432
စက္ခုသုတ်စသည်	1	1	432
စက္ခုသုတ်အဖွင့်	1	3	442
စင်္ကမသုတ်	1	1	432
စင်္ကမသုတ်အဖွင့်	1	3	442
စင်္ကီသုတ်	1	1	430
စင်္ကီသုတ်အဖွင့်	1	3	488
စဏ္ဍသုတ်	1	1	433
စတုစက္ကသုတ်	1	1	433
စတုစက္ကသုတ်အဖွင့်	1	3	443
စတုဓာတုသုတ်	1	1	433
စတုဓာတုသုတ်အဖွင့်	1	3	443
စတုမသုတ်အဖွင့်	1	3	488
စတုမဟာရာဇသုတ္တဝဏ္ဏနာ	1	3	393
စတ္တာရီသကသုတ် (မဟာ)	1	1	431
စန္ဒနသုတ်	1	1	433
စန္ဒနသုတ်အဖွင့်	1	3	443
စန္ဒိမသသုတ်	1	1	433
စန္ဒိမသုတ်	1	1	433
စန္ဒိမသုတ်အဖွင့်	1	3	443
စန္ဒိမာဒိသုတ်	1	1	433
စန္ဒူပမာသုတ်	1	1	433
စန္ဒူပမာသုတ်အဖွင့်	1	3	443
စရသုတ္တဝဏ္ဏနာ	1	3	394
စရသုတ်	1	1	415
စရိယသုတ္တဝဏ္ဏနာ	1	3	394
စရိယသုတ်	1	1	435
စရိုက် ခြောက်ပါးအားလျော်စွာ ဟောထားသောသုတ်များ	1	3	129
စရိုက် ခြောက်ပါးအားလျော်စွာ ဟောသော သုတ္တန်များ	1	1	417
စဝနသုတ္တဝဏ္ဏနာ	1	3	394
စဝနသုတ်	1	1	435
စာတုမသုတ်	1	1	431
စာလာသုတ်	1	1	433
စိတ္တသုတ်အဖွင့်	1	3	130
စိန္တသုတ်	1	1	433
စိန္တိသုတ္တာဒိဝဏ္ဏနာ	1	3	394
စိရဋ္ဌိတိသုတ်	1	1	434
စီရာသုတ်	1	1	434
စီဝရသုတ်	1	1	434
စီဝရသုတ်အဖွင့်	1	3	443
စုန္ဒသုတ်	1	1	420
စုန္ဒသုတ်	1	1	434
စုန္ဒသုတ်	1	1	435
စုန္ဒသုတ်	1	1	437
စုန္ဒသုတ်အဖွင့်	1	3	395
စုန္ဒသုတ်အဖွင့်	1	3	443
စုန္ဒီသုတ္တဝဏ္ဏနာ	1	3	395
စုန္ဒီသုတ်	1	1	436
စူဠကမ္မဝိဘင်္ဂသုတ်	1	1	431
စူဠကမ္မဝိဘင်္ဂသုတ်အဖွင့်	1	3	489
စူဠဂေါပါလကသုတ်	1	1	431
စူဠဂေါသိင်္ဂသုတ်	1	1	432
စူဠတဏှာသင်္ခယသုတ်	1	1	432
စူဠဒုက္ခက္ခန္ဓသုတ်	1	1	432
စူဠဓမ္မသမာဒါနသုတ်	1	1	432
စူဠနိကာသုတ္တဝဏ္ဏနာ	1	3	395
စူဠနိကာသုတ်	1	1	436
စူဠပုဏ္ဏမသုတ်	1	1	432
စူဠပုဏ္ဏမသုတ်အဖွင့်	1	3	489
စူဠဗျူဟသုတ်	1	1	420
စူဠမာလုကျသုတ်	1	1	432
စူဠဝေဒလ္လသုတ်	1	1	432
စူဠသကုလုဒါယိသုတ်	1	1	432
စူဠသစ္စကသုတ်	1	1	432
စူဠသာရောပမသုတ်	1	1	432
စူဠသီဟနာဒသုတ်	1	1	432
စူဠသုညတသုတ်	1	1	432
စူဠဟတ္ထိပဒေါပသုတ်	1	1	432
စူဠအဿပုရသုတ်	1	1	431
စူဠာသီဟနာဒသုတ်အဖွင့်	1	3	489
စေတနာကရဏီယသုတ္တာဒိဝဏ္ဏနာ	1	3	395
စေတနာသုတ္တဝဏ္ဏနာ	1	3	131
စေတနာသုတ်	1	1	421
စေတနာသုတ်	1	1	436
စေတနာသုတ်(ပ၊ဒု၊တ)	1	1	434
စေတနာသုတ်အဖွင့်	1	3	444
စေတိယသုတ်	1	1	434
စေတိယသုတ်အဖွင့်	1	3	444
စေတီတော်၌ ရှင်းလင်းသုတ်သင်ခဲ့ရကျိုး	1	1	423
စေတောခိလသုတ်	1	1	423
စေတောဝိမုတ္တိဖလသုတ္တာဒိဝဏ္ဏနာ	1	3	395
စေလသုတ်	1	1	434
စောရသုတ်	1	1	436
ဆ ဆက္က သုတ်အဖွင့်	1	3	132
ဆ ဆက္ကသုတ်	1	1	468
ဆန္ဒရာဂသုတ်	1	1	469
ဆန္ဒသမာဓိသုတ်အဖွင့်	1	3	133
ဆန္ဒသုတ်	1	1	471
ဆန္နသမာဓိသုတ်	1	1	469
ဆန္နသုတ္တဝဏ္ဏနာ	1	3	133
ဆန္နသုတ်	1	1	469
ဆန္နသုတ်အဖွင့်	1	3	133
ဆန္နောဝါဒသုတ်	1	1	468
ဆပ္ပါဏကောပမသုတ်	1	1	469
ဆပ္ပါဏကောပမသုတ်အဖွင့်	1	3	134
ဆဖဿာယတနသုတ်	1	1	470
ဆဖဿာယတနသုတ်အဖွင့်	1	3	134
ဆဗ္ဗိသောဓနသုတ်	1	1	469
ဆဗ္ဗိသောဓနသုတ်	1	3	134
ဆဝါလာတသုတ္တဝဏ္ဏနာ	1	3	136
ဆဝါလာတသုတ်	1	1	471
ဆဝိသုတ်	1	1	470
ဆဠာဘိဇာတိသုတ္တဝဏ္ဏနာ	1	3	136
ဆဠာဘိဇာတိသုတ်	1	1	471
ဆိဂ္ဂဠယုဂ (ဒုတိယ) သုတ်အဖွင့်	1	3	137
ဆိဂ္ဂဠယုဂသုတ်	1	1	470
ဆိတ်ငြိမ်မှုနှင့်စပ်၍ အကျယ်ဟောထားသော ဂုဟဋ္ဌကသုတ်	1	1	467
ဆူးငြောင့်သဖွယ်တရား ဆယ်ပါးကိုဟောသော ကဏ္ဋကသုတ်	1	1	471
ဆေတွာသုတ်	1	1	470
ဆေဒနာဒိသုတ္တ	1	1	470
ဆွမ်းစားရာ၌ ဆွမ်းလှူသူများ ကောင်းကျိုးပွားစေရန် သတိပြုဖို့ ဟောထားသော ကုသိနာရသုတ္တဝဏ္ဏနာ	1	3	139
ဆွေမျိုးသားချင်းတို့ကို ကောင်းရာ၌ တိုက်တွန်းရန် ဟောသော နိဝေသက သုတ္တဝဏ္ဏနာ	1	3	138
ဇဋာသုတ်	1	1	487
ဇဋာသုတ်အဖွင့်	1	3	141
ဇဋိလသုတ်	1	1	479
ဇနပဒကလျာဏီသုတ်	1	1	487
ဇနပဒကလျာဏီသုတ်အဖွင့်	1	3	141
ဇနဝသဘသုတ္တဝဏ္ဏနာ	1	3	141
ဇနဝသဘသုတ်	1	1	492
ဇနသုတ်	1	1	487
ဇန္တုသုတ်	1	1	487
ဇမ္ဗာလိသုတ္တဝဏ္ဏနာ	1	3	142
ဇမ္ဗာလီသုတ်	1	1	489
ဇမ္ဗုခါဒကသုတ်အဖွင့်	1	3	142
ဇရာဓမ္မသုတ်	1	1	482
ဇရာဓမ္မသုတ်အဖွင့်	1	3	143
ဇရာမရဏသုတ်	1	1	488
ဇရာသုတ်	1	1	488
ဇရာသုတ်အဖွင့်	1	3	143
ဇဝသုတ်	1	1	489
ဇာဂရသုတ်အဖွင့်	1	3	143
ဇာဏုသောဏိဗြာဟ္မဏသုတ်အဖွင့်	1	3	143
ဇာဏုသောဏိသုတ်	1	1	488
ဇာဏုသောဏိသုတ်	1	1	489
ဇာဏုဿောဏိ ဗြာဟ္မဏသုတ်	1	1	482
ဇာတရူပသုတ်အဖွင့်	1	3	144
ဇာတိဓမ္မာဒိသုတ္တဒသက	1	1	488
ဇာတိဓမ္မာဒိသုတ်အဖွင့်	1	3	145
ဇာတိသုတ် စသည်	1	1	488
ဇာလိယသုတ္တဝဏ္ဏနာ	1	3	145
ဇာလိယသုတ်	1	1	492
ဇိဂုစ္ဆိတဗ္ဗသုတ္တဝဏ္ဏနာ	1	3	146
ဇိဂုစ္ဆိတဗ္ဗသုတ်	1	1	489
ဇိဏ္ဏသုတ်	1	1	488
ဇိဏ္ဏသုတ်အဖွင့်	1	3	146
ဇီဝကမ္ဗဝနသမာဓိသုတ်	1	1	488
ဇီဝကသုတ်	1	1	487
ဇီဝကသုတ်	1	1	489
ဇီဝကသုတ်အဖွင့်	1	3	147
ဇီဝိကသုတ်	1	1	485
ဇီဝိတိန္ဒြေယသုတ်	1	1	488
ဇေတဝနသုတ်	1	1	489
ဈာနပဉှာ (ပဌမ) သုတ်အဖွင့်	1	3	150
ဈာနဘိညာသုတ်	1	1	497
ဈာနဝိဘင်္ဂ (သုတ္တန္တဘာဇနီယ)	1	3	149
ဈာနသုတ္တဝဏ္ဏနာ	1	3	149
ဈာနသုတ်	1	1	498
ဈာနသုတ်	1	1	498
ဈာနသုတ်	1	1	498
ဈာနသုတ်	1	1	498
ဈာနာဘိညာသုတ်အဖွင့်	1	3	150
ဈာန်ကို ရစေနိုင်, မရစေနိုင်သော အင်္ဂါခြောက်ပါးစီဟောသော တဇ္ဈာနသုတ်	1	1	498
ဈာန်ကိုအစဉ်လိုက်ရပုံ၊ ဘုရားရှင် ပြန်၍ဟောထားသော တပုဿသုတ်	1	1	498
ဈာန်နှင့် ဗြဟ္မဝိဟာရကို အခြေခံ၍ လက္ခဏာရေးသုံးပါး တင်သုးသပ်က အနာဂါမ် ရဟန္တာဖြစ်နိုင်ကြောင်း ဟောသော အဋ္ဌကနဂရသုတ်၊ တစ်ဆယ့်တစ်ပါး	1	1	498
ဈာန်နှင့်ပဉှာ သုတ္တာဒိ ဝဏ္ဏနာ	1	1	497
ဈာန်ဝင်စားရာ၌ တစ်ခုကို အကြိမ်ကြိမ် အထပ်ထပ် ပွားများလေ့လာပြီးမှသာ အထက်ထက် ဈာန်ကိုဝင်စား၍ရကြောင်း၊ နွားမဥပမာပေး၍ ဟောထားသော ဝါဂီဥပမာသုတ်	1	1	498
ဈာန်၌ နိကန္တိဖြစ်ခြင်း အပြစ်, မဖြစ်ခြင်းအကျိုးကို ဟောသော တဒ္ဓသုတ်	1	1	498
ဈာန်၌ မစွဲလမ်းရန် ဟောသော ဥဒ္ဒေသ ဝိဘင်္ဂသုတ်	1	1	497
ဉာဏဝတ္ထု (ပဌမ) သုတ်အဖွင့်	1	3	153
ဉာဏဝတ္ထုသုတ်	1	1	502
ဉာတသုတ္တဝဏ္ဏနာ	1	3	153
ဉာတသုတ်	1	1	503
ဉာတိကသုတ်	1	1	502
ဉာတိကသုတ်အဖွင့်	1	3	153
ညီညွတ်စွာနေသည်ကို ချီးမွမ်းတော်မူသော စူဠဂေါသိင်္ဂသုတ်	1	1	502
ဌာနသုတ္တဝဏ္ဏနာ	1	3	155
ဌာနသုတ်	1	1	507
ဌာနသုတ်	1	1	508
ဌာနိယသုတ်	1	1	508
တဇ္စျာနသုတ်	1	1	543
တဋ္ဌဟာရသုတ်	1	1	303
