79	ကဏဝေရပုပ္ဖိယတ္ထေရအပဒါန	9	1	345
80	ကဏာဒဝါဒ	0	3	77
81	ကဏိကသဒ္ဒေါ	0	3	550
82	ကဏိကာရ ဆတ္တိယထေရအပဒါန	0	1	345
83	ကဏေရုတာယာတိ	0	3	485
84	ကဏော ကုဏ္ဍကန္တိ စ ဝုစ္စတိ	0	3	77
85	ကဏ္ဋကသိက္ခာပဒဝဏ္ဏနာ	5	3	626
86	ကဏ္ဋကသုတ်	1	1	329
87	ကဏ္ဋကာပုဒ်အဖွင့်	5	3	77
88	ကဏ္ဍက သမဏေ	0	1	362
89	ကဏ္ဍကဝိမာနဝတ္ထု	3	1	275
90	ကဏ္ဍကီပုဒ်အဖွင့်	5	3	438
91	ကဏ္ဍကီသုတ်	1	1	323
92	ကဏ္ဍသဒ္ဒေါ သရပရိယာယော	0	3	438
93	ကဏ္ဍိဇာတက	2	1	351
94	ကဏ္ဍုသံ နာမ ပုဗ္ဗဗန္ဓနံ	0	3	626
95	ကဏ္ဏကတ္ထလသုတ်	1	1	320
96	ကဏ္ဏကတ္ထလသုတ်အဖွင့်	5	3	485
97	ကဏ္ဏစူဠိကာတိ	0	3	690
98	ကဏ္ဏဇပ္ပနအတတ်ပညာ	0	3	77
99	ကဏ္ဏမုဏ္ဍကပေတိဝိမာနဝတ္ထု	3	3	389
100	ကဏ္ဏမုဏ္ဍပေတဝတ္ထု	3	1	341
101	ကဏ္ဏမူလေတိ	0	3	611
102	ကဏ္ဏဝါတိ	0	3	485
103	ကဏ္ဏသက္ခလိကာယာတိ	0	3	611
104	ကဏ္ဏသုခတော	0	3	581
105	ကဏ္ဏာဝိဒ္ဓေတိ	0	3	611
106	ကဏ္ဏိသလ္လသဏ္ဌာနောတိ	0	3	438
107	ကဏ္ဏေ ဓုမေတွာတိ	0	3	438
108	ကဏှဇာတက	2	1	351
109	ကဏှဒိန္နတ္ထေရဂါထာ	9	1	341
110	ကဏှပေတဝတ္ထု	3	1	341
111	ကဏှသပ္ပသုတ်	1	1	329
112	ကဏှသုတ္တဝဏ္ဏနာ	5	3	389
113	ကဏှသုတ်	1	1	330
114	ကဏှာဒီပါယနစရိယ	0	1	276
115	ကတညုတာ ကတဝေဒီပုဒ် အဖွင့်	5	1	276
116	ကတညူတ ကတဝေဒီ ပုဒ်အဖွင့်	5	3	78
117	ကတညူပုဒ်အဖွင့်	5	3	77
118	ကတမောဒကတိဿသုတ်	1	1	323
119	ကတသဒ္ဒေါ	0	3	485
120	ကတသဒ္ဒေါ ဉာဏာနုယုတ္တတံ ဝဒတီတိ ဒဿေတိ	0	3	550
121	ကတာဓိကာရသဖလပဉ္စ	0	1	343
122	ကတာဝီတိ	0	3	485
123	ကတိကဝတ်	0	1	362
124	ကတိကာ စ နာမ	0	3	485
125	ကတိဆိန္ဒသုတ်	1	1	323
126	ကတိဆိန္ဒသုတ်အဖွင့်	5	3	438
127	ကတိပါဟစ္စယေနာတိ	0	3	550
128	ကတုပါသနာ	0	3	611
129	ကတ္တရဒဏ္ဍော	0	3	550
130	ကထမိဒံ ကထမိဒန္တိ	0	3	550
131	ကထလာနီတိ	0	3	550
132	ကထာ တစ်ဆယ်မျိုး	6	1	276
133	ကထာ နှစ်မျိုး	6	1	276
134	ကထာ ပုဒ်အဖွင့်	5	3	78
135	ကထာနှစ်မျိုး	0	3	78
136	ကထာပဝတ္တိသုတ္တဝဏ္ဏနာ	5	3	389
137	ကထာပဝတ္တိသုတ်	1	1	330
138	ကထာလေးမျိုး	6	3	485
139	ကထာဝတ္ထု ဆယ်ပါး	6	3	78
140	ကထာဝတ္ထုကျမ်းကို ဘုရားရှင်ဟောသည် မည်ပုံရှင်းပြထားခန်း	0	1	367
141	ကထာဝတ္ထုပကရဏံ ဗုဒ္ဓဘာသိတံ နာမ ဇာတံ	0	3	78
142	ကထာဝတ္ထုသုတ္တဝဏ္ဏနာ	5	3	389
143	ကထာဝတ္ထုသုတ်	1	1	330
144	ကထာသလ္လာပ	0	3	550
145	ကထာသုံးမျိုး	6	3	676
146	ကထာအစဉ်	0	1	360
147	ကထာအစဉ်	0	3	78
148	ကထိနက္ခန္ဓက	0	1	362
149	ကထိနစီဝရံ သံဃဿ ဒေမ	0	3	638
150	ကထိနသဒ္ဒေါ	0	3	638
151	ကထိနသမုဋ္ဌာနဝဏ္ဏနာ	5	1	363
152	ကထိနသူစိံ ဝိယာတိ	0	3	550
153	ကထိန်ခံအင်္ဂါ ရှစ်ပါး	6	3	638
154	ကထိန်ဒါယကာ, က ဗဟုသုတနည်း၍ ပုဂ္ဂလိကလှူခဲ့သော် ရဟန်းက အလှူခံ၍ တစ်ဖန် သံဃာအား ပြန်လှူက သံဃိကဖြစ်ကြောင်း	8	3	638
155	ကထိန်နှင့်စပ်၍ သန္နိဓိ နှစ်မျိုး	6	3	638
156	ကထိန်သင်္ကန်းချုပ်ရာ၌	0	1	277
157	ကထေတွာတိ	0	3	521
158	ကထံကထာ ဝုစ္စတိ ဝိစိကိစ္ဆာဟု ဖွင့်ဟောထားပုံ	0	1	277
159	ကထံကထီ ပုဒ်အဖွင့်	5	3	78
160	ကဒမ္ပပုပ္ဖိယတ္ထေရ အပဒါန	9	1	346
161	ကဒရိယာတိ ထဒ္ဓမစ္ဆရိနော ပုညကမ္မဝိမုခါ	0	3	78
162	ကဒရိယော ဝုစ္စတိ အနာဒရောဟုဖွင့်ပြပုံ	5	1	367
163	ကဒလိဖလဒါယကတ္ထေရအပါဒါန	9	1	346
164	ကဒါစီတိ ကိသ္မိဉ္စိ ကာလေ	0	3	79
165	ကနုတံ ခြောက်မျိုး	6	1	363
166	ကန္တတီတိ ဆိန္ဒတိ	0	3	77
167	ကန္တာရ (ခက်ခဲသော ခရီး) ငါးမျိုး	6	1	276
168	ကန္တာရ ပုဒ်အဖွင့်	5	3	77
169	ကန္ဒဂလကဇာတက	2	1	351
170	ကန္ဒရ ပုဒ်အဖွင့်	5	3	78
171	ကန္ဒရပုဒ်ဖွင့်	0	1	277
172	ကန္ဒရသုတ်	1	1	320
173	ကန္ဒရသုတ်အဖွင့်	5	3	485
174	ကန္ဒလော နာမ ပုပ္ဖူပဂရုက္ခဝိသေသော	0	3	550
175	ကန္ဒိတွာတိ ဥဇ္ဇဝုဇ္ဇဝေန ကန္ဒိတွာ	0	3	79
176	ကန္ဒိပုပ္ဖိယတ္ထေယရ အဒါန	0	1	346
177	ကန်တော့ပုံ အစဉ်အလာ	0	1	310
178	ကန်တော့သည်ကို မခံ	0	1	365
179	ကပဏပုရိသောတိ	0	3	79
180	ကပိဇာတက	2	1	351
181	ကပိဉ္ဇရော နာမ အညမညံ ယုဇ္ဈာပနတ္ထာယ ဗာလဇနေဟိ ပေါသာဝနိယပက္ခိဇာတိ	0	3	611
182	ကပိဉ္ဇရော နာမ ဧကာ ပက္ခိဇာတိ	0	3	581
183	ကပိတ္ထဖလ ဒါယကတ္ထေရ အပဒါန	9	1	346
184	ကပိမိဒ္ဓပရေတောတိ	0	3	80
185	ကပိရာဇစရိယ	0	1	278
186	ကပိလမစ္ဆဝတ္ထု	3	1	278
187	ကပိလဝတ္ထု	3	3	550
188	ကပိလဝတ်ပြည်ဟူ၍ စဖြစ်ပေါ်လာပုံ	0	1	278
189	ကပိသဒ္ဒေါ အာကင်္ခနတ္ထော	0	3	79
190	ကပုသဒ္ဒေါ	0	3	550
191	ကပေါတဇာတက	2	1	351
192	ကပေါတဘဏ္ဍိကာ နာမ	0	3	626
193	ကပ္ပ နှစ်မျိုး	6	1	349
194	ကပ္ပကာ ပုဒ်အဖွင့်	5	3	550
195	ကပ္ပကောဋီဟိပိ အသင်္ချေယျံ ကာလံ ပုဒ်အဖွင့်	5	3	79
196	ကပ္ပဋိကာ သိဗ္ဗိတပိလောတိကစာရိနော	0	3	676
197	ကပ္ပဋ္ဌကထာ	0	1	367
198	ကပ္ပဋ္ဌိယပါဋိဟာရိယာနိ နာမ	0	3	389
199	ကပ္ပဋ္ဌော၊ နေရယိကော၊ အတေကိစ္ဆော၊ အာပါသိကော စသော ပုဒ်များအဖွင့်	5	3	79
200	ကပ္ပတ္ထေရဂါထာ	9	1	341
201	ကပ္ပန္တိ မဟာနိရယေ	0	3	79
202	ကပ္ပဗိန္ဒုထိုးရာနှင့်စပ်၍မှတ်သားဖွယ်	0	1	363
203	ကပ္ပမာဏဝပုစ္ဆာနိဒ္ဒေသ	0	1	277
204	ကပ္ပရုက္ခိယတ္ထေရ အပဒါန	9	1	346
205	ကပ္ပဝိနာသောယေဝ မုစ္စတီတိ ပုဒ်အဖွင့်	5	3	79
206	ကပ္ပသဒ္ဒါ ဟောနိုင်သော အနက်များ	0	3	79
207	ကပ္ပသဒ္ဒါဟောနိုင်သောအနက်များ	0	1	277
208	ကပ္ပသဒ္ဒေါ မဟာကပ္ပသမန္တ	0	3	79
209	ကပ္ပသဟဿသုတ်	1	1	324
210	ကပ္ပသီသောတိ	0	3	611
211	ကပ္ပသုတ္တာဒိဝဏ္ဏနာ	5	3	79
212	ကပ္ပသုတ်	1	1	323
213	ကပ္ပိယကရဏ ငါးမျိုး	6	1	363
214	ကပ္ပိယကာရ ဆယ်ယောက်	0	1	363
215	ကပ္ပိယကုဋိယံ ပန ဗဟုံ ဌပေန္တဿပိ သန္နိဓိ နာမ နတ္ထိ	0	3	389
216	ကပ္ပိယဘူမိအနုဇာနနကထာ	0	1	363
217	ကပ္ပံ ဂတိကန္တိ	0	3	581
218	ကပ္ပံ နိရယမှီတိ အသင်္ချေယျကပ္ပံ	0	3	80
219	ကပ် နှစ်မျိုး၊ ငါးမျိုး	6	1	311
220	ကပ် လေးပါး	6	1	310
221	ကပ် သုံးပါး	6	1	311
222	ကပ်ကြီးသုံးပါး	6	3	691
223	ကပ်ငြိခြင်းအနက်ကို ဟောသောပုဒ်များအဖွင့်	5	3	487
224	ကပ်သုံးမျိုး	0	3	79
225	ကဗဠဝဂ္ဂဝဏ္ဏနာ	5	3	80
226	ကဗဠိကန္တိ	0	3	638
227	ကမ ငါးမျိုး	6	1	279
228	ကမဂုဏ်ပယ်၊ ဩဃဝယ်၊ အလွယ်ကူးနိုင်သည် ဟူသော ဂါထာ	4	1	349
229	ကမဏ္ဍလူတိ	0	3	550
230	ကမလေးမျိုး	0	3	80
231	ကမာဂုဏ်ကို ဒုက္ခ ရောဂ ဂဏ္ဍ သင်္ဂ ပင်္က စသည် အမည်ပေးပုံ	0	3	390
232	ကမာဒိဝိနိစ္ဆယကထာဝဏ္ဏနာ	5	3	656
233	ကမာဒိဝိနိစ္ဆယကထာဝဏ္ဏနာ	5	3	676
234	ကမ္ဗလန္တိ	0	3	611
235	ကမ္ဗလာနုဇာနနာဒိကထာ	0	1	363
236	ကမ္ဗုသံ ဝုစ္စတိ သုဝဏ္ဏံ	0	1	351
237	ကမ္ဗောဇသုတ်	1	1	330
238	ကမ္ဘာ	0	1	278
239	ကမ္ဘာပျက်ပုံ တည်ပုံနှင့် စပ်၍ မှတ်သားဖွယ်များ	0	1	278
240	ကမ္ဘာပျက်ပုံ၊ ဖြစ်တည်ပုံ အကျယ်ပြဆိုခန်း	0	3	80
241	ကမ္ဘာပျက်ရာတွင်ပါသောဘုံများ	0	3	80
242	ကမ္ဘာမီးလောင် သားကောင်ချနင်း	0	1	278
243	ကမ္မ (အဓမ္မ) ပဋိက္ကောသနာဒိထာ	0	1	363
244	ကမ္မ နှစ်မျိုး	6	1	367
245	ကမ္မကထာ	0	1	367
246	ကမ္မကထာဝဏ္ဏနာ	5	3	655
247	ကမ္မကထာ၊ ကံအမျိုးမျိုးကို ပြဆိုခန်း	0	1	280
248	ကမ္မကရဏ နှစ်ဆယ့်ခြောက်ပါး	6	1	279
249	ကမ္မကရဏအဖွင့်	5	3	81
250	ကမ္မကာရကပဉှာ ဝဏ္ဏနာ	5	1	363
251	ကမ္မကာရပုတ္တော ဝုစ္စတိ သုဝဏ္ဏကာရော	0	1	280
252	ကမ္မကိလေသာဝရဏဘူတာစ	0	3	656
253	ကမ္မက္ခန္ဓက ပုစ္ဆာ ဝိဿဇ္ဇနာ	0	1	363
254	ကမ္မဇတေဇောဓာတုဥပါဒိန္နကံ မုဉ္စိတွာ အနုပါဒိန္နကံ ဂဏှာတိ	0	1	367
255	ကမ္မဇာဒိပဉ္စ	0	1	343
256	ကမ္မညတာတိ	0	3	655
257	ကမ္မဋ္ဌာနဂ္ဂဟဏနိဒ္ဒေသ	0	1	344
258	ကမ္မဋ္ဌာနဂ္ဂဟဏနိဒ္ဒေသဝဏ္ဏနာ	5	3	81
259	ကမ္မဋ္ဌာနဒါယကဝဏ္ဏနာ	5	1	344
260	ကမ္မဋ္ဌာနပုဒ်အဖွင့်	5	3	81
261	ကမ္မဋ္ဌာနာနိ သဗ္ဗာနိပိ ဧကရသာပိ အမတာဓိဂမဿ ပဋိပတ္တိယာတိ အတ္ထော	0	3	81
262	ကမ္မဋ္ဌာနံ (သဗ္ဗတ္ထိက)	0	3	656
263	ကမ္မဋ္ဌာန်း နှစ်မျိုး	6	1	279
264	ကမ္မဋ္ဌာန်း လေးဆယ်တွင်	0	1	345
265	ကမ္မဋ္ဌာန်း လေးဆယ်အဖွင့်	5	1	344
266	ကမ္မဋ္ဌာန်းတရားကို စရိုက်အားလျော်စွာ ဘုရားရှင်ကိုယ်တော်တိုင် ပေးတော်မူပုံ	0	3	81
267	ကမ္မဋ္ဌာန်းတရားအားထုတ်သူတို့ မနေအပ်သောကျောင်း တစ်ဆယ့်ရှစ်မျိုး	0	3	81
268	ကမ္မဋ္ဌာန်းနည်းယူ တပည့်တို့	0	1	344
269	ကမ္မဋ္ဌာန်းအားထုတ်ရာနှင့် စပ်၍ ပုဂ္ဂိုလ် လေးမျိုး	7	1	280
270	ကမ္မဋ္ဌာန်းအားထုတ်ရာ၌	0	1	345
271	ကမ္မဋ္ဌာန်းအားထုတ်သူတို့	0	1	343
272	ကမ္မဋ္ဌာန်းအားထုတ်သူတို့ သိထားဖွယ်များ	0	1	279
273	ကမ္မဋ္ဌာန်းအားထုတ်သူတို့နှင့် သင့်လျော်သော ဥတုနှင့်သလိပ် သည်းခြေ လေ ရှိသူတို့နှင့် သင့်လျော်သောနေရာ	0	3	81
274	ကမ္မတေဇံ ဥသ္မာ	0	3	656
275	ကမ္မဒွါရန္တိ	0	3	655
276	ကမ္မဒွါရာနိ	0	3	655
277	ကမ္မနာနတ္တာဒိဝသေနာတိ	0	3	655
278	ကမ္မနာနာကရဏပဉ္စ	0	1	343
279	ကမ္မနိဒါနသုတ်	1	1	330
280	ကမ္မနိရောဓသုတ်	1	1	324
281	ကမ္မနိရောဓသုတ်အဖွင့်	5	3	438
282	ကမ္မန္တသုတ်	1	1	330
283	ကမ္မပစ္စယနိဒ္ဒေသဝဏ္ဏနာ	5	3	676
284	ကမ္မပစ္စယဥတုသမုဋ္ဌာနံ	0	3	655
285	ကမ္မပထ ပုဒ်အဖွင့်	5	3	81
286	ကမ္မပထကထာ	0	3	581
287	ကမ္မပထပေယျာလ	0	1	330
288	ကမ္မပထဘေဒ	0	3	655
289	ကမ္မပထသံသန္ဒနကထာ	0	1	367
290	ကမ္မပထသံသန္ဒနကထာ	0	3	656
291	ကမ္မပထသံသန္ဒနကထာဝဏ္ဏနာ	5	3	655
292	ကမ္မဖလအတ္တိဘာဝပဉ္စ	0	1	343
293	ကမ္မဘဝ	0	3	656
294	ကမ္မယန္တယန္တိတောတိ	0	3	486
295	ကမ္မလက္ခဏ ပါဠိမုတ္တကဝိနိစ္ဆယ	0	1	364
296	ကမ္မဝဂ္ဂဝဏ္ဏနာ	5	1	363
297	ကမ္မဝါစာဖတ်ရာ၌ မှတ်သားဖွယ်အခန်း	0	1	364
298	ကမ္မဝိပါကဇသုတ်	1	1	338
299	ကမ္မဝိပါကဇိဒ္ဓိကို ပြဆိုခန်း	0	1	280
300	ကမ္မဝိပါကော အစိန္တေယျော န စိန္တေတဗ္ဗော	0	3	676
301	ကမ္မဝိဘင်္ဂ (စူဠ) သုတ်	1	1	320
302	ကမ္မဝိဘင်္ဂ (မဟာ)သုတ်	1	1	320
303	ကမ္မသဇ္ဇန္တိ ယုဒ္ဓသဇ္ဇံ၊ အာဝုဓာဒါယိနိန္တိ အတ္ထော	0	3	81
304	ကမ္မသဒိသော ဟိ သတ္တာနံ အဝဿယော နတ္ထိ	0	3	80
305	ကမ္မသမာဒါနာနံ ဌာနသော ဟေတုသော ဝိပါကံ ယထာဘူတံ ဉာဏံပုဒ်အဖွင့်	5	1	367
306	ကမ္မသမ္ဘာရာ	0	3	656
307	ကမ္မသမ္ဘာရာ	0	3	690
308	ကမ္မဟေတုကထာ	0	1	367
309	ကမ္မာယတနေသူတိ	0	3	521
310	ကမ္မာရပုတ္တစုန္ဒဝတ္ထုဝဏ္ဏနာ	5	3	521
311	ကမ္မာရဘဏ္ဍုဝတ္တာဒိကထာ	0	1	364
312	ကမ္မာရဘဏ္ဍူတိ	0	3	627
313	ကမ္မာရဝဏ္ဏန္တိ	0	3	581
314	ကမ္မာရာမတာ၊ ဘဿာရာမတာ၊ နိဒ္ဒါရာမတာ၊ သင်္ဂဏိကာရာမတာ လေးမျိုးကို အကျယ်ပြဆိုခန်း	0	1	330
315	ကမ္မာသ ဒမ္မ နိဂုံးနှစ်မျိုး (စူဠ၊ မဟာ)	0	3	81
316	ကမ္မာသဒမ္မနိဂုံး	0	1	282
317	ကမ္မုနာ ဗြဟ္မဏော ဟောတိ စသောဂါထာ	4	1	282
318	ကမ္မုနာ ဝတ္တတိ လောကော စသော ဂါထာ	4	1	282
319	ကမ္မံ	0	3	521
320	ကမ္မံ ခေတ္တံ၊ ဝိညာဏံ ဗီဇံ၊ တဏှာ သိနေဟော	0	3	81
321	ကမ္မံ ခေတ္တံ၊ ဝိညာဏံ ဗီဇံ၊ တဏှာ သ္နေဟော စသော ပါဠိ	0	1	282
322	ကမ္မံ နာမ ကုသလာကုသလစေတနာ	0	3	690
323	ကမ္မံ သတ္တေ ဝိဘဇတိ ယဒိဒံ ဟီနပဏီတာယာတိ အညွှန်း	0	3	676
324	ကမ္မံ သတ္တေ ဥပနေတိ	0	3	438
325	ကမ္မဿကတာ ပညာ ပုဒ်အဖွင့်	5	3	389
326	ကမ္မဿကတာဉာဏံ ပုဒ်အဖွင့်	5	3	80
327	ကမ္မဿကတာဉာဏ်ကို ပြဆိုခန်း	0	1	281
328	ကမ္မဿကတာပညာတိ အတ္ထိ ဒိန္နံ အတ္ထိ ယိဋ္ဌန္တိ အာဒိနယပ္ပဝတ္တံ ဉာဏံ	0	3	80
329	ကမ္မဿကာ၊ ကမ္မဒါယာဒါ စသော ပုဒ်များအဖွင့်	5	3	81
330	ကမ္မ၊ ကမ္မသမုဋ္ဌာန၊ ကမ္မပစ္စယ၊ ကမ္မပစ္စယ သမုဋ္ဌာန၊ ကမ္မပစ္စယ အာဟာရ သမုဋ္ဌာန၊ ကမ္မပစ္စယ ဥတုသမုဋ္ဌာန၊ ခြောက်ချက်ခွဲပြပုံ	0	1	280
331	ကမ္မ၌ နိဒါန ဝေမတ္တ ဝိပါက နိရောဓ နိရောဓဂါမိနီပဋိပဒါ ငါးချက်ဖြင့် ဝေဖန်ပြခန်း	0	1	330
332	ကယကေသူတိ	0	3	581
333	ကယဝိက္ကယ ပုဒ်အဖွင့်	5	3	82
334	ကယဝိက္ကယသိက္ခာပဒ	0	1	364
335	ကရကဝဿန္တိ	0	3	581
336	ကရစရဏ မုဒုဇာလတာ လက္ခဏ ဝဏ္ဏနာ	5	1	361
337	ကရစရဏာဒိလက္ခဏဝဏ္ဏနာ	5	3	521
338	ကရဇကာယ ပုဒ်အဖွင့်	5	3	82
339	ကရဏဉ္စ ဒုဝိဓံ နိပ္ဖါဒနံ ဥပသေဝနဉ္စာတိ	0	3	656
340	ကရဏိယသဒ္ဒေါ	0	3	676
341	ကရဏီယနှင့်ကိစ္စ ခွဲပြ	0	3	82
342	ကရဏီယဝိမာနဝတ္ထု	3	1	340
343	ကရဏံ	0	3	551
344	ကရဏ္ဍ	0	3	551
345	ကရဏ္ဍပုဋန္တိ	0	3	581
346	ကရမန္ဒံ ရုက္ခသာရောတိ ကေစိ	0	3	627
347	ကရမရာနီတော နာမ ဗန္ဓဂါဟဂဟိတော	0	3	581
348	ကရမရေတိ	0	3	486
349	ကရမ္ဗကောတိ မိဿကာဓိဝစနမေတံ	0	3	82
350	ကရဝိက်ငှက် အသံသာယာလှပုံ အကြောင်း	0	1	282
351	ကရသဒ္ဒေါ	0	3	551
352	ကရဟစီတိ	0	3	551
353	ကရုဏာ ဘာဝနာ ဝဏ္ဏနာ	5	1	345
354	ကရုဏာကထာ	0	1	367
355	ကရုဏာဂဟဏေန	0	3	656
356	ကရုဏာဘာဝနာ ဝဏ္ဏနာ	5	3	82
357	ကရုဏာသီတလဟဒယံ ပုဒ်အဖွင့်	5	3	82
358	ကရေဏုန္တိ ကရေဏုကံ	0	3	82
359	ကရောဋိသဒ္ဒေန သုပဏ္ဏာ ဂဟိတာ	0	1	351
360	ကရောတိသဒ္ဒေန သုပဏ္ဏာ ဂဟိတာ	0	3	581
361	ကရောတောသုတ်	1	1	324
362	ကရောတောသုတ်အဖွင့်	5	3	438
363	ကလဏ္ဍုက ဇာတက	2	1	351
364	ကလန္ဒကနိဝါပေ ပုဒ်အဖွင့်	5	1	282
365	ကလလန္တိ	0	3	582
366	ကလလရေကြည်ကို ပြဆိုခန်း	0	1	282
367	ကလလလေပေါတိ	0	3	611
368	ကလဟဝိဂ္ဂဟဇာတာ ပုဒ်အဖွင့်	5	3	582
369	ကလဟဝိဝါဒသုတ်	1	1	282
370	ကလဟောတိ ကာယကလဟောပိ ဝါစာကလဟောပိ	0	3	582
371	ကလာတိ ဝုစ္စတိ	0	3	551
372	ကလာပန္တိ	0	3	521
373	ကလာပသမ္မသနံ	0	3	656
374	ကလာဗုကံ နာမ ဗဟုရဇ္ဇုကံ	0	3	638
375	ကလာဟီတိ	0	3	389
376	ကလိ ပုဒ်အဖွင့်	5	3	83
377	ကလိင်္ဂရသုတ်	1	1	324
378	ကလိင်္ဂရသုတ်အဖွင့်	5	3	439
379	ကလိယုဂရာဇာနော	0	3	83
380	ကလီတိ ကောဓောဟုဖွင့်ပြပုံ	5	1	364
381	ကလီတိ အလက္ခိပုရိသဟု ဖွင့်ပြပုံ	5	1	349
